,fips,stateabb,sedacountyname,subject,grade,year,variable,gcs_value,student_category,clean_student_category
3345,6,CA,San Bernardino County,mth,5,2009,gcs_mn_ecd,3.348419641406039,ecd,Economically Disadvantaged (ECD)
3347,6,CA,San Bernardino County,mth,5,2010,gcs_mn_ecd,3.584105300696952,ecd,Economically Disadvantaged (ECD)
3349,6,CA,San Bernardino County,mth,5,2011,gcs_mn_ecd,3.736252287867299,ecd,Economically Disadvantaged (ECD)
3351,6,CA,San Bernardino County,mth,5,2012,gcs_mn_ecd,3.771803352023458,ecd,Economically Disadvantaged (ECD)
3353,6,CA,San Bernardino County,mth,5,2013,gcs_mn_ecd,3.538842756514025,ecd,Economically Disadvantaged (ECD)
3355,6,CA,San Bernardino County,mth,5,2015,gcs_mn_ecd,2.894340976251605,ecd,Economically Disadvantaged (ECD)
3357,6,CA,San Bernardino County,mth,5,2016,gcs_mn_ecd,2.931243441068049,ecd,Economically Disadvantaged (ECD)
3359,6,CA,San Bernardino County,mth,5,2017,gcs_mn_ecd,2.92900420420419,ecd,Economically Disadvantaged (ECD)
3361,6,CA,San Bernardino County,mth,5,2018,gcs_mn_ecd,3.076759908323255,ecd,Economically Disadvantaged (ECD)
3363,6,CA,San Bernardino County,mth,6,2009,gcs_mn_ecd,4.313278972904201,ecd,Economically Disadvantaged (ECD)
3365,6,CA,San Bernardino County,mth,6,2010,gcs_mn_ecd,4.357223068860907,ecd,Economically Disadvantaged (ECD)
3367,6,CA,San Bernardino County,mth,6,2011,gcs_mn_ecd,4.482395021469632,ecd,Economically Disadvantaged (ECD)
3369,6,CA,San Bernardino County,mth,6,2012,gcs_mn_ecd,4.577263789295562,ecd,Economically Disadvantaged (ECD)
3371,6,CA,San Bernardino County,mth,6,2013,gcs_mn_ecd,4.552658172664441,ecd,Economically Disadvantaged (ECD)
3373,6,CA,San Bernardino County,mth,6,2015,gcs_mn_ecd,3.995877547772584,ecd,Economically Disadvantaged (ECD)
3375,6,CA,San Bernardino County,mth,6,2016,gcs_mn_ecd,3.954829018786311,ecd,Economically Disadvantaged (ECD)
3377,6,CA,San Bernardino County,mth,6,2017,gcs_mn_ecd,4.10780392437731,ecd,Economically Disadvantaged (ECD)
3379,6,CA,San Bernardino County,mth,6,2018,gcs_mn_ecd,4.166964017059816,ecd,Economically Disadvantaged (ECD)
3386,6,CA,San Bernardino County,mth,7,2015,gcs_mn_ecd,4.825480143592455,ecd,Economically Disadvantaged (ECD)
3388,6,CA,San Bernardino County,mth,7,2016,gcs_mn_ecd,4.96681967404494,ecd,Economically Disadvantaged (ECD)
3390,6,CA,San Bernardino County,mth,7,2017,gcs_mn_ecd,4.906928680874826,ecd,Economically Disadvantaged (ECD)
3392,6,CA,San Bernardino County,mth,7,2018,gcs_mn_ecd,4.919806754803097,ecd,Economically Disadvantaged (ECD)
3399,6,CA,San Bernardino County,mth,8,2015,gcs_mn_ecd,5.942942932641095,ecd,Economically Disadvantaged (ECD)
3401,6,CA,San Bernardino County,mth,8,2016,gcs_mn_ecd,5.947518276653786,ecd,Economically Disadvantaged (ECD)
3403,6,CA,San Bernardino County,mth,8,2017,gcs_mn_ecd,5.980854998310472,ecd,Economically Disadvantaged (ECD)
3405,6,CA,San Bernardino County,mth,8,2018,gcs_mn_ecd,5.807520497452705,ecd,Economically Disadvantaged (ECD)
3407,6,CA,San Diego County,mth,3,2009,gcs_mn_ecd,1.539948238700424,ecd,Economically Disadvantaged (ECD)
3409,6,CA,San Diego County,mth,3,2010,gcs_mn_ecd,1.733874139523274,ecd,Economically Disadvantaged (ECD)
3411,6,CA,San Diego County,mth,3,2011,gcs_mn_ecd,1.793449860246526,ecd,Economically Disadvantaged (ECD)
3413,6,CA,San Diego County,mth,3,2012,gcs_mn_ecd,1.835247667122918,ecd,Economically Disadvantaged (ECD)
3415,6,CA,San Diego County,mth,3,2013,gcs_mn_ecd,1.787155855033693,ecd,Economically Disadvantaged (ECD)
3417,6,CA,San Diego County,mth,3,2015,gcs_mn_ecd,1.537108579470815,ecd,Economically Disadvantaged (ECD)
3419,6,CA,San Diego County,mth,3,2016,gcs_mn_ecd,1.617813106016209,ecd,Economically Disadvantaged (ECD)
3421,6,CA,San Diego County,mth,3,2017,gcs_mn_ecd,1.689235833474719,ecd,Economically Disadvantaged (ECD)
3423,6,CA,San Diego County,mth,3,2018,gcs_mn_ecd,1.749750789297275,ecd,Economically Disadvantaged (ECD)
3425,6,CA,San Diego County,mth,4,2009,gcs_mn_ecd,2.401987952278362,ecd,Economically Disadvantaged (ECD)
3427,6,CA,San Diego County,mth,4,2010,gcs_mn_ecd,2.634258268764625,ecd,Economically Disadvantaged (ECD)
3429,6,CA,San Diego County,mth,4,2011,gcs_mn_ecd,2.655319574534564,ecd,Economically Disadvantaged (ECD)
3431,6,CA,San Diego County,mth,4,2012,gcs_mn_ecd,2.683136451566762,ecd,Economically Disadvantaged (ECD)
3433,6,CA,San Diego County,mth,4,2013,gcs_mn_ecd,2.747295898328007,ecd,Economically Disadvantaged (ECD)
3435,6,CA,San Diego County,mth,4,2015,gcs_mn_ecd,2.544195298294962,ecd,Economically Disadvantaged (ECD)
3437,6,CA,San Diego County,mth,4,2016,gcs_mn_ecd,2.629897196616428,ecd,Economically Disadvantaged (ECD)
3439,6,CA,San Diego County,mth,4,2017,gcs_mn_ecd,2.598219540922037,ecd,Economically Disadvantaged (ECD)
3441,6,CA,San Diego County,mth,4,2018,gcs_mn_ecd,2.736446729885428,ecd,Economically Disadvantaged (ECD)
3443,6,CA,San Diego County,mth,5,2009,gcs_mn_ecd,3.409741439564729,ecd,Economically Disadvantaged (ECD)
3445,6,CA,San Diego County,mth,5,2010,gcs_mn_ecd,3.556881249804755,ecd,Economically Disadvantaged (ECD)
3447,6,CA,San Diego County,mth,5,2011,gcs_mn_ecd,3.641533848283522,ecd,Economically Disadvantaged (ECD)
3449,6,CA,San Diego County,mth,5,2012,gcs_mn_ecd,3.632360022774967,ecd,Economically Disadvantaged (ECD)
3451,6,CA,San Diego County,mth,5,2013,gcs_mn_ecd,3.788207789008961,ecd,Economically Disadvantaged (ECD)
3453,6,CA,San Diego County,mth,5,2015,gcs_mn_ecd,3.642707296613601,ecd,Economically Disadvantaged (ECD)
3455,6,CA,San Diego County,mth,5,2016,gcs_mn_ecd,3.640115204676088,ecd,Economically Disadvantaged (ECD)
3457,6,CA,San Diego County,mth,5,2017,gcs_mn_ecd,3.78022410895076,ecd,Economically Disadvantaged (ECD)
3459,6,CA,San Diego County,mth,5,2018,gcs_mn_ecd,3.714845662889292,ecd,Economically Disadvantaged (ECD)
3461,6,CA,San Diego County,mth,6,2009,gcs_mn_ecd,4.364104781689802,ecd,Economically Disadvantaged (ECD)
3463,6,CA,San Diego County,mth,6,2010,gcs_mn_ecd,4.553242112460601,ecd,Economically Disadvantaged (ECD)
3465,6,CA,San Diego County,mth,6,2011,gcs_mn_ecd,4.717569896711603,ecd,Economically Disadvantaged (ECD)
3467,6,CA,San Diego County,mth,6,2012,gcs_mn_ecd,4.793593898136207,ecd,Economically Disadvantaged (ECD)
3469,6,CA,San Diego County,mth,6,2013,gcs_mn_ecd,4.796239143661452,ecd,Economically Disadvantaged (ECD)
3471,6,CA,San Diego County,mth,6,2015,gcs_mn_ecd,4.547064867584641,ecd,Economically Disadvantaged (ECD)
3473,6,CA,San Diego County,mth,6,2016,gcs_mn_ecd,4.538390201148808,ecd,Economically Disadvantaged (ECD)
3475,6,CA,San Diego County,mth,6,2017,gcs_mn_ecd,4.524628599166379,ecd,Economically Disadvantaged (ECD)
3477,6,CA,San Diego County,mth,6,2018,gcs_mn_ecd,4.636640305654824,ecd,Economically Disadvantaged (ECD)
3484,6,CA,San Diego County,mth,7,2015,gcs_mn_ecd,5.454451033292854,ecd,Economically Disadvantaged (ECD)
3486,6,CA,San Diego County,mth,7,2016,gcs_mn_ecd,5.53837968546501,ecd,Economically Disadvantaged (ECD)
3488,6,CA,San Diego County,mth,7,2017,gcs_mn_ecd,5.503365906581464,ecd,Economically Disadvantaged (ECD)
3490,6,CA,San Diego County,mth,7,2018,gcs_mn_ecd,5.534151300179905,ecd,Economically Disadvantaged (ECD)
3497,6,CA,San Diego County,mth,8,2015,gcs_mn_ecd,6.414523968711698,ecd,Economically Disadvantaged (ECD)
3499,6,CA,San Diego County,mth,8,2016,gcs_mn_ecd,6.431982478834549,ecd,Economically Disadvantaged (ECD)
3501,6,CA,San Diego County,mth,8,2017,gcs_mn_ecd,6.505959102213083,ecd,Economically Disadvantaged (ECD)
3503,6,CA,San Diego County,mth,8,2018,gcs_mn_ecd,6.423923650074964,ecd,Economically Disadvantaged (ECD)
3505,6,CA,San Francisco County,mth,3,2009,gcs_mn_ecd,1.907106323089513,ecd,Economically Disadvantaged (ECD)
3507,6,CA,San Francisco County,mth,3,2010,gcs_mn_ecd,2.121092915290255,ecd,Economically Disadvantaged (ECD)
3509,6,CA,San Francisco County,mth,3,2011,gcs_mn_ecd,2.002856184424102,ecd,Economically Disadvantaged (ECD)
3511,6,CA,San Francisco County,mth,3,2012,gcs_mn_ecd,1.946980598946102,ecd,Economically Disadvantaged (ECD)
3513,6,CA,San Francisco County,mth,3,2013,gcs_mn_ecd,2.272389031466039,ecd,Economically Disadvantaged (ECD)
3515,6,CA,San Francisco County,mth,3,2015,gcs_mn_ecd,2.284236540312353,ecd,Economically Disadvantaged (ECD)
3517,6,CA,San Francisco County,mth,3,2016,gcs_mn_ecd,1.455262762884908,ecd,Economically Disadvantaged (ECD)
3519,6,CA,San Francisco County,mth,3,2018,gcs_mn_ecd,1.950921517615521,ecd,Economically Disadvantaged (ECD)
3521,6,CA,San Francisco County,mth,4,2009,gcs_mn_ecd,2.739141358026402,ecd,Economically Disadvantaged (ECD)
3523,6,CA,San Francisco County,mth,4,2010,gcs_mn_ecd,2.978347540453715,ecd,Economically Disadvantaged (ECD)
3525,6,CA,San Francisco County,mth,4,2011,gcs_mn_ecd,2.811934849300385,ecd,Economically Disadvantaged (ECD)
3527,6,CA,San Francisco County,mth,4,2012,gcs_mn_ecd,2.877784308877334,ecd,Economically Disadvantaged (ECD)
3529,6,CA,San Francisco County,mth,4,2013,gcs_mn_ecd,2.815918092781775,ecd,Economically Disadvantaged (ECD)
3531,6,CA,San Francisco County,mth,4,2015,gcs_mn_ecd,3.25138043518051,ecd,Economically Disadvantaged (ECD)
3533,6,CA,San Francisco County,mth,4,2016,gcs_mn_ecd,2.386075506390481,ecd,Economically Disadvantaged (ECD)
3534,6,CA,San Francisco County,mth,4,2017,gcs_mn_ecd,3.015499982297771,ecd,Economically Disadvantaged (ECD)
3536,6,CA,San Francisco County,mth,4,2018,gcs_mn_ecd,2.890108062104371,ecd,Economically Disadvantaged (ECD)
3538,6,CA,San Francisco County,mth,5,2009,gcs_mn_ecd,3.969801891992836,ecd,Economically Disadvantaged (ECD)
3540,6,CA,San Francisco County,mth,5,2010,gcs_mn_ecd,4.28080997304584,ecd,Economically Disadvantaged (ECD)
3542,6,CA,San Francisco County,mth,5,2011,gcs_mn_ecd,4.079467486437757,ecd,Economically Disadvantaged (ECD)
3544,6,CA,San Francisco County,mth,5,2012,gcs_mn_ecd,3.959207381375727,ecd,Economically Disadvantaged (ECD)
3546,6,CA,San Francisco County,mth,5,2013,gcs_mn_ecd,4.081853071830012,ecd,Economically Disadvantaged (ECD)
3548,6,CA,San Francisco County,mth,5,2015,gcs_mn_ecd,4.471321741917774,ecd,Economically Disadvantaged (ECD)
3550,6,CA,San Francisco County,mth,5,2016,gcs_mn_ecd,3.68597012224449,ecd,Economically Disadvantaged (ECD)
3552,6,CA,San Francisco County,mth,5,2017,gcs_mn_ecd,3.950074498693118,ecd,Economically Disadvantaged (ECD)
3554,6,CA,San Francisco County,mth,5,2018,gcs_mn_ecd,4.063145433786441,ecd,Economically Disadvantaged (ECD)
3556,6,CA,San Francisco County,mth,6,2009,gcs_mn_ecd,4.778608187491004,ecd,Economically Disadvantaged (ECD)
3558,6,CA,San Francisco County,mth,6,2010,gcs_mn_ecd,5.06731109391927,ecd,Economically Disadvantaged (ECD)
3560,6,CA,San Francisco County,mth,6,2011,gcs_mn_ecd,4.835896356974498,ecd,Economically Disadvantaged (ECD)
3562,6,CA,San Francisco County,mth,6,2012,gcs_mn_ecd,5.05598854924791,ecd,Economically Disadvantaged (ECD)
3564,6,CA,San Francisco County,mth,6,2013,gcs_mn_ecd,4.845527209790844,ecd,Economically Disadvantaged (ECD)
3566,6,CA,San Francisco County,mth,6,2015,gcs_mn_ecd,5.12013712225518,ecd,Economically Disadvantaged (ECD)
3568,6,CA,San Francisco County,mth,6,2016,gcs_mn_ecd,4.425605558090749,ecd,Economically Disadvantaged (ECD)
3570,6,CA,San Francisco County,mth,6,2017,gcs_mn_ecd,4.765230686244008,ecd,Economically Disadvantaged (ECD)
3572,6,CA,San Francisco County,mth,6,2018,gcs_mn_ecd,4.594068296727942,ecd,Economically Disadvantaged (ECD)
3579,6,CA,San Francisco County,mth,7,2015,gcs_mn_ecd,6.489336658487027,ecd,Economically Disadvantaged (ECD)
3581,6,CA,San Francisco County,mth,7,2016,gcs_mn_ecd,5.808601131039901,ecd,Economically Disadvantaged (ECD)
3583,6,CA,San Francisco County,mth,7,2017,gcs_mn_ecd,6.430272917520814,ecd,Economically Disadvantaged (ECD)
3585,6,CA,San Francisco County,mth,7,2018,gcs_mn_ecd,6.382960173721386,ecd,Economically Disadvantaged (ECD)
3592,6,CA,San Francisco County,mth,8,2015,gcs_mn_ecd,7.564810240168596,ecd,Economically Disadvantaged (ECD)
3593,6,CA,San Francisco County,mth,8,2016,gcs_mn_ecd,6.826594953972664,ecd,Economically Disadvantaged (ECD)
3595,6,CA,San Francisco County,mth,8,2017,gcs_mn_ecd,7.62767677876582,ecd,Economically Disadvantaged (ECD)
3596,6,CA,San Francisco County,mth,8,2018,gcs_mn_ecd,7.61367093369889,ecd,Economically Disadvantaged (ECD)
3598,6,CA,San Joaquin County,mth,3,2009,gcs_mn_ecd,1.137075298571543,ecd,Economically Disadvantaged (ECD)
3600,6,CA,San Joaquin County,mth,3,2010,gcs_mn_ecd,1.133855590218539,ecd,Economically Disadvantaged (ECD)
3602,6,CA,San Joaquin County,mth,3,2011,gcs_mn_ecd,1.312000208412892,ecd,Economically Disadvantaged (ECD)
3604,6,CA,San Joaquin County,mth,3,2012,gcs_mn_ecd,1.106441622708885,ecd,Economically Disadvantaged (ECD)
3606,6,CA,San Joaquin County,mth,3,2013,gcs_mn_ecd,0.956505394647264,ecd,Economically Disadvantaged (ECD)
3608,6,CA,San Joaquin County,mth,3,2015,gcs_mn_ecd,1.033899379966371,ecd,Economically Disadvantaged (ECD)
3610,6,CA,San Joaquin County,mth,3,2016,gcs_mn_ecd,0.977671159766312,ecd,Economically Disadvantaged (ECD)
3612,6,CA,San Joaquin County,mth,3,2017,gcs_mn_ecd,0.944162138617214,ecd,Economically Disadvantaged (ECD)
3614,6,CA,San Joaquin County,mth,3,2018,gcs_mn_ecd,1.127806786094322,ecd,Economically Disadvantaged (ECD)
3616,6,CA,San Joaquin County,mth,4,2009,gcs_mn_ecd,2.06741034443975,ecd,Economically Disadvantaged (ECD)
3618,6,CA,San Joaquin County,mth,4,2010,gcs_mn_ecd,1.989176852643579,ecd,Economically Disadvantaged (ECD)
3620,6,CA,San Joaquin County,mth,4,2011,gcs_mn_ecd,2.240341104044813,ecd,Economically Disadvantaged (ECD)
3622,6,CA,San Joaquin County,mth,4,2012,gcs_mn_ecd,1.975007637769554,ecd,Economically Disadvantaged (ECD)
3624,6,CA,San Joaquin County,mth,4,2013,gcs_mn_ecd,1.930798719128639,ecd,Economically Disadvantaged (ECD)
3626,6,CA,San Joaquin County,mth,4,2015,gcs_mn_ecd,2.048099046419923,ecd,Economically Disadvantaged (ECD)
3628,6,CA,San Joaquin County,mth,4,2016,gcs_mn_ecd,1.974869652252082,ecd,Economically Disadvantaged (ECD)
3630,6,CA,San Joaquin County,mth,4,2017,gcs_mn_ecd,1.942070538174488,ecd,Economically Disadvantaged (ECD)
3632,6,CA,San Joaquin County,mth,4,2018,gcs_mn_ecd,1.975813311330635,ecd,Economically Disadvantaged (ECD)
3634,6,CA,San Joaquin County,mth,5,2009,gcs_mn_ecd,2.67809819641746,ecd,Economically Disadvantaged (ECD)
3636,6,CA,San Joaquin County,mth,5,2010,gcs_mn_ecd,2.589441875533919,ecd,Economically Disadvantaged (ECD)
3638,6,CA,San Joaquin County,mth,5,2011,gcs_mn_ecd,2.65424665596655,ecd,Economically Disadvantaged (ECD)
3640,6,CA,San Joaquin County,mth,5,2012,gcs_mn_ecd,2.798299953146161,ecd,Economically Disadvantaged (ECD)
3642,6,CA,San Joaquin County,mth,5,2013,gcs_mn_ecd,2.662222786582004,ecd,Economically Disadvantaged (ECD)
3644,6,CA,San Joaquin County,mth,5,2015,gcs_mn_ecd,2.835558387067316,ecd,Economically Disadvantaged (ECD)
3646,6,CA,San Joaquin County,mth,5,2016,gcs_mn_ecd,2.86122771072814,ecd,Economically Disadvantaged (ECD)
3648,6,CA,San Joaquin County,mth,5,2017,gcs_mn_ecd,2.956347228934977,ecd,Economically Disadvantaged (ECD)
3650,6,CA,San Joaquin County,mth,5,2018,gcs_mn_ecd,2.829612504263979,ecd,Economically Disadvantaged (ECD)
3652,6,CA,San Joaquin County,mth,6,2009,gcs_mn_ecd,3.890118822283189,ecd,Economically Disadvantaged (ECD)
3654,6,CA,San Joaquin County,mth,6,2010,gcs_mn_ecd,4.011234627226207,ecd,Economically Disadvantaged (ECD)
3656,6,CA,San Joaquin County,mth,6,2011,gcs_mn_ecd,3.863817560850674,ecd,Economically Disadvantaged (ECD)
3658,6,CA,San Joaquin County,mth,6,2012,gcs_mn_ecd,3.916490645777086,ecd,Economically Disadvantaged (ECD)
3660,6,CA,San Joaquin County,mth,6,2013,gcs_mn_ecd,4.163211434166119,ecd,Economically Disadvantaged (ECD)
3662,6,CA,San Joaquin County,mth,6,2015,gcs_mn_ecd,4.050072612229047,ecd,Economically Disadvantaged (ECD)
3664,6,CA,San Joaquin County,mth,6,2016,gcs_mn_ecd,3.859079651996454,ecd,Economically Disadvantaged (ECD)
3666,6,CA,San Joaquin County,mth,6,2017,gcs_mn_ecd,3.956396074241993,ecd,Economically Disadvantaged (ECD)
3668,6,CA,San Joaquin County,mth,6,2018,gcs_mn_ecd,4.090624631589012,ecd,Economically Disadvantaged (ECD)
3675,6,CA,San Joaquin County,mth,7,2015,gcs_mn_ecd,5.188714518804884,ecd,Economically Disadvantaged (ECD)
3677,6,CA,San Joaquin County,mth,7,2016,gcs_mn_ecd,5.070974530619815,ecd,Economically Disadvantaged (ECD)
3679,6,CA,San Joaquin County,mth,7,2017,gcs_mn_ecd,4.95059368285071,ecd,Economically Disadvantaged (ECD)
3681,6,CA,San Joaquin County,mth,7,2018,gcs_mn_ecd,4.97476062808294,ecd,Economically Disadvantaged (ECD)
3688,6,CA,San Joaquin County,mth,8,2015,gcs_mn_ecd,6.281278091476616,ecd,Economically Disadvantaged (ECD)
3690,6,CA,San Joaquin County,mth,8,2016,gcs_mn_ecd,5.946114794577643,ecd,Economically Disadvantaged (ECD)
3692,6,CA,San Joaquin County,mth,8,2017,gcs_mn_ecd,6.084216626556432,ecd,Economically Disadvantaged (ECD)
3694,6,CA,San Joaquin County,mth,8,2018,gcs_mn_ecd,5.971908845261543,ecd,Economically Disadvantaged (ECD)
3696,6,CA,San Luis Obispo County,mth,3,2009,gcs_mn_ecd,1.519131190216248,ecd,Economically Disadvantaged (ECD)
3698,6,CA,San Luis Obispo County,mth,3,2010,gcs_mn_ecd,1.55770486722735,ecd,Economically Disadvantaged (ECD)
3700,6,CA,San Luis Obispo County,mth,3,2011,gcs_mn_ecd,1.710568937856086,ecd,Economically Disadvantaged (ECD)
3702,6,CA,San Luis Obispo County,mth,3,2012,gcs_mn_ecd,1.828005545196585,ecd,Economically Disadvantaged (ECD)
3704,6,CA,San Luis Obispo County,mth,3,2013,gcs_mn_ecd,1.783871044397757,ecd,Economically Disadvantaged (ECD)
3706,6,CA,San Luis Obispo County,mth,3,2015,gcs_mn_ecd,1.642460206269559,ecd,Economically Disadvantaged (ECD)
3708,6,CA,San Luis Obispo County,mth,3,2016,gcs_mn_ecd,1.516875623614349,ecd,Economically Disadvantaged (ECD)
3710,6,CA,San Luis Obispo County,mth,3,2017,gcs_mn_ecd,1.368368665492142,ecd,Economically Disadvantaged (ECD)
3712,6,CA,San Luis Obispo County,mth,3,2018,gcs_mn_ecd,1.755320608036815,ecd,Economically Disadvantaged (ECD)
3714,6,CA,San Luis Obispo County,mth,4,2009,gcs_mn_ecd,2.255867415266621,ecd,Economically Disadvantaged (ECD)
3716,6,CA,San Luis Obispo County,mth,4,2010,gcs_mn_ecd,2.33657312955807,ecd,Economically Disadvantaged (ECD)
3718,6,CA,San Luis Obispo County,mth,4,2011,gcs_mn_ecd,2.622586656869257,ecd,Economically Disadvantaged (ECD)
3720,6,CA,San Luis Obispo County,mth,4,2012,gcs_mn_ecd,2.439086930308938,ecd,Economically Disadvantaged (ECD)
3722,6,CA,San Luis Obispo County,mth,4,2013,gcs_mn_ecd,2.637079627941306,ecd,Economically Disadvantaged (ECD)
3724,6,CA,San Luis Obispo County,mth,4,2015,gcs_mn_ecd,2.653351471815497,ecd,Economically Disadvantaged (ECD)
3726,6,CA,San Luis Obispo County,mth,4,2016,gcs_mn_ecd,2.703864318924649,ecd,Economically Disadvantaged (ECD)
3728,6,CA,San Luis Obispo County,mth,4,2017,gcs_mn_ecd,2.591299252385486,ecd,Economically Disadvantaged (ECD)
3730,6,CA,San Luis Obispo County,mth,4,2018,gcs_mn_ecd,2.524602742997392,ecd,Economically Disadvantaged (ECD)
3732,6,CA,San Luis Obispo County,mth,5,2009,gcs_mn_ecd,2.863082980416584,ecd,Economically Disadvantaged (ECD)
3734,6,CA,San Luis Obispo County,mth,5,2010,gcs_mn_ecd,3.660900453400534,ecd,Economically Disadvantaged (ECD)
3736,6,CA,San Luis Obispo County,mth,5,2011,gcs_mn_ecd,3.510284047752397,ecd,Economically Disadvantaged (ECD)
3738,6,CA,San Luis Obispo County,mth,5,2012,gcs_mn_ecd,3.742248737407478,ecd,Economically Disadvantaged (ECD)
3740,6,CA,San Luis Obispo County,mth,5,2013,gcs_mn_ecd,3.753384716878653,ecd,Economically Disadvantaged (ECD)
3742,6,CA,San Luis Obispo County,mth,5,2015,gcs_mn_ecd,3.781683241420579,ecd,Economically Disadvantaged (ECD)
3744,6,CA,San Luis Obispo County,mth,5,2016,gcs_mn_ecd,3.823405025679504,ecd,Economically Disadvantaged (ECD)
3746,6,CA,San Luis Obispo County,mth,5,2017,gcs_mn_ecd,3.844411207316776,ecd,Economically Disadvantaged (ECD)
3748,6,CA,San Luis Obispo County,mth,5,2018,gcs_mn_ecd,3.733850326946648,ecd,Economically Disadvantaged (ECD)
3750,6,CA,San Luis Obispo County,mth,6,2009,gcs_mn_ecd,4.385431413391875,ecd,Economically Disadvantaged (ECD)
3752,6,CA,San Luis Obispo County,mth,6,2010,gcs_mn_ecd,4.578764384785932,ecd,Economically Disadvantaged (ECD)
3754,6,CA,San Luis Obispo County,mth,6,2011,gcs_mn_ecd,4.915733527695678,ecd,Economically Disadvantaged (ECD)
3756,6,CA,San Luis Obispo County,mth,6,2012,gcs_mn_ecd,4.871305171784384,ecd,Economically Disadvantaged (ECD)
3758,6,CA,San Luis Obispo County,mth,6,2013,gcs_mn_ecd,4.732730211045427,ecd,Economically Disadvantaged (ECD)
3760,6,CA,San Luis Obispo County,mth,6,2015,gcs_mn_ecd,4.510204416159322,ecd,Economically Disadvantaged (ECD)
3762,6,CA,San Luis Obispo County,mth,6,2016,gcs_mn_ecd,4.890334733748091,ecd,Economically Disadvantaged (ECD)
3764,6,CA,San Luis Obispo County,mth,6,2017,gcs_mn_ecd,4.659923645946753,ecd,Economically Disadvantaged (ECD)
3766,6,CA,San Luis Obispo County,mth,6,2018,gcs_mn_ecd,4.863202020059313,ecd,Economically Disadvantaged (ECD)
3773,6,CA,San Luis Obispo County,mth,7,2015,gcs_mn_ecd,5.600303159802298,ecd,Economically Disadvantaged (ECD)
3775,6,CA,San Luis Obispo County,mth,7,2016,gcs_mn_ecd,5.434339658802055,ecd,Economically Disadvantaged (ECD)
3777,6,CA,San Luis Obispo County,mth,7,2017,gcs_mn_ecd,5.828811360784351,ecd,Economically Disadvantaged (ECD)
3779,6,CA,San Luis Obispo County,mth,7,2018,gcs_mn_ecd,5.596962006053311,ecd,Economically Disadvantaged (ECD)
3786,6,CA,San Luis Obispo County,mth,8,2015,gcs_mn_ecd,6.394628014100061,ecd,Economically Disadvantaged (ECD)
3788,6,CA,San Luis Obispo County,mth,8,2016,gcs_mn_ecd,6.501826031180229,ecd,Economically Disadvantaged (ECD)
3790,6,CA,San Luis Obispo County,mth,8,2017,gcs_mn_ecd,6.629974327913512,ecd,Economically Disadvantaged (ECD)
